timestamp;windSpeedHH;windDir;assPowerWT1;assPowerWT2;assPowerC;realPowerWT1;realPowerWT2;realPowerCFree;realPowerCRisoe;windSpeedWT1;windSpeedWT2
1061;20.6;-2.8;0.000;0.000;0.000;0.000;560.244;0.000;560.244;20.570;19.5
1062;19.7;0.6;584.519;584.519;1169.038;561.877;550.264;1123.753;1112.141;19.690;18.6
1063;19.2;-1.2;576.667;576.667;1153.334;554.329;547.714;1108.658;1102.043;19.170;18.1
1064;20.0;0.3;588.445;588.445;1176.890;565.651;551.546;1131.301;1117.197;19.950;18.9
1065;17.2;2.3;574.694;574.694;1149.388;552.432;551.391;1104.865;1103.824;17.180;16.0
1066;21.4;0.5;0.000;0.000;0.000;0.000;573.004;0.000;573.004;21.350;20.3
1067;18.8;-1.5;572.875;572.875;1145.750;550.684;549.191;1101.367;1099.874;18.750;17.6
1068;19.4;-0.9;580.593;580.593;1161.186;558.103;548.989;1116.205;1107.092;19.430;18.3
1069;18.3;1.6;570.474;570.474;1140.948;548.376;552.466;1096.751;1100.841;18.260;17.1
1070;18.8;0.9;573.316;573.316;1146.632;551.108;548.596;1102.215;1099.703;18.840;17.7
1071;19.3;0.3;578.479;578.479;1156.958;556.071;548.300;1112.141;1104.370;19.290;18.2
1072;18.4;1.9;571.307;571.307;1142.614;549.176;551.334;1098.353;1100.511;18.430;17.3
1073;20.0;-0.9;589.200;589.200;1178.400;566.376;551.795;1132.753;1118.171;20.000;18.9
1074;19.9;0.8;587.086;587.086;1174.172;564.344;551.101;1128.688;1115.445;19.860;18.8
1075;17.3;0.0;573.823;573.823;1147.646;551.595;551.673;1103.190;1103.268;17.310;16.1
1076;19.1;0.8;575.459;575.459;1150.918;553.168;547.318;1106.335;1100.486;19.090;18.0
1077;19.3;0.2;578.479;578.479;1156.958;556.071;548.300;1112.141;1104.370;19.290;18.2
1078;19.8;-0.7;585.727;585.727;1171.454;563.038;550.661;1126.076;1113.699;19.770;18.7
1079;18.3;1.9;570.768;570.768;1141.536;548.658;552.060;1097.317;1100.718;18.320;17.2
1080;20.8;2.4;0.000;0.000;0.000;0.000;563.249;0.000;563.249;20.770;19.7
